web-scraper-order,web-scraper-start-url,title,title-href,link,link-href
"1590556804-12128","https://www.allsides.com/topics/china?search=china&page=38","SE Asian foreign ministers voice concerns on South China Sea","https://www.allsides.com/news/2016-02-27-1108/se-asian-foreign-ministers-voice-concerns-south-china-sea","Read full story","http://www.foxnews.com/world/2016/02/27/se-asian-foreign-ministers-voice-concerns-on-south-china-sea.html?intcmp=hpbt1"
"1590560580-12254","https://www.allsides.com/topics/china?search=china&page=5","Look What We Have Here: Hunter Biden Still a Board Member of Chinese Company He Said He Resigned From","https://www.allsides.com/news/2020-04-15-0636/look-what-we-have-here-hunter-biden-still-board-member-chinese-company-he-said","Read full story","https://townhall.com/tipsheet/mattvespa/2020/04/14/look-what-we-have-here-hunter-biden-still-a-board-member-of-chinese-company-he-said-he-resigned-from-n2566942"
"1590558531-12185","https://www.allsides.com/topics/china?search=china&page=22","Sensing vulnerability, China turns up the heat on Trump","https://www.allsides.com/news/2019-08-23-1204/sensing-vulnerability-china-turns-heat-trump","Read full story","https://www.washingtonexaminer.com/opinion/sensing-vulnerability-china-turns-up-the-heat-on-trump"
"1590558629-12189","https://www.allsides.com/topics/china?search=china&page=22","Hong Kong Protesters and Activists Say Withdrawal of Extradition Bill Is Too Little, Too Late","https://www.allsides.com/news/2019-09-04-1256/hong-kong-protesters-and-activists-say-withdrawal-extradition-bill-too-little","Read full story","https://www.theepochtimes.com/hong-kong-protesters-and-activists-say-withdrawal-of-extradition-bill-is-too-little-too-late_3068578.html"
"1590560761-12255","https://www.allsides.com/topics/china?search=china&page=2","Did Fauci contradict Pompeo on whether coronavirus outbreak originated in Wuhan lab?","https://www.allsides.com/news/2020-05-05-1320/did-fauci-contradict-pompeo-whether-coronavirus-outbreak-originated-wuhan-lab","Read full story","https://www.theblaze.com/news/fauci-pompeo-contradicts-wuhan-coronavirus-lab"
"1590556300-12113","https://www.allsides.com/topics/china?search=china&page=43","Postal Service confirms security breach, Chinese government hackers reportedly suspected","https://www.allsides.com/news/2014-11-10-1755/postal-service-confirms-security-breach-chinese-government-hackers-reportedly","Read full story","http://www.foxnews.com/politics/2014/11/10/postal-service-confirms-security-breach-chinese-govt-hackers-reportedly/"
"1590560287-12243","https://www.allsides.com/topics/china?search=china&page=7","Free speech group: U. California system cannot ban term ‘Chinese virus’","https://www.allsides.com/news/2020-04-01-1612/free-speech-group-u-california-system-cannot-ban-term-chinese-virus","Read full story","https://www.thecollegefix.com/free-speech-group-u-california-system-cannot-ban-term-chinese-virus/"
"1590556904-12139","https://www.allsides.com/topics/china?search=china&page=36","Why is Kim Jong-un Our Problem?","https://www.allsides.com/news/2017-04-19-1138/why-kim-jong-un-our-problem","Read full story","http://www.theamericanconservative.com/buchanan/why-is-kim-jong-un-our-problem/"
"1590557354-12151","https://www.allsides.com/topics/china?search=china&page=33","Sen. Rounds: Return to TPP to Reduce China's Advantage","https://www.allsides.com/news/2018-04-08-0933/sen-rounds-return-tpp-reduce-chinas-advantage","Read full story","https://www.newsmax.com/politics/mike-rounds-trump-no-deals-asia/2018/04/08/id/853232/"
"1590558892-12193","https://www.allsides.com/topics/china?search=china&page=19","NBA general manager's Hong Kong comments anger China","https://www.allsides.com/news/2019-10-07-1057/nba-general-managers-hong-kong-comments-anger-china","Read full story","https://www.foxbusiness.com/sports/rockets-general-managers-hong-kong-comments-anger-china"
"1590559577-12227","https://www.allsides.com/topics/china?search=china&page=12","Media discover ‘Wuhan virus’ and 'Chinese coronavirus’ are racist dog whistles just in time to attack Republicans","https://www.allsides.com/news/2020-03-11-0957/media-discover-wuhan-virus-and-chinese-coronavirus-are-racist-dog-whistles-just","Read full story","https://www.washingtonexaminer.com/opinion/media-discover-wuhan-virus-and-chinese-coronavirus-are-racist-dog-whistles-just-in-time-to-attack-republicans"
"1590556698-12125","https://www.allsides.com/topics/china?search=china&page=39","Yikes: Dow Drops 1,000 Points","https://www.allsides.com/news/2015-11-20-0544/yikes-dow-drops-1000-points","Read full story","http://townhall.com/tipsheet/cortneyobrien/2015/08/24/yikes-dow-drops-1000-points-n2042972"
"1590557762-12163","https://www.allsides.com/topics/china?search=china&page=30","Memo to Google: Don’t Go Back to China","https://www.allsides.com/news/2018-08-09-0625/memo-google-don%E2%80%99t-go-back-china","Read full story","https://www.nationalreview.com/2018/08/google-should-not-go-back-to-china/"
"1590557098-12142","https://www.allsides.com/topics/china?search=china&page=35","After North Korea missile test, Trump tweets: 'So much for China working with us'","https://www.allsides.com/news/2017-07-05-1129/after-north-korea-missile-test-trump-tweets-so-much-china-working-us","Read full story","http://www.foxnews.com/politics/2017/07/05/after-north-korea-missile-test-trump-tweets-so-much-for-china-working-with-us.html"
"1590558403-12184","https://www.allsides.com/topics/china?search=china&page=25","China blames US for trade war, says ‘nothing is agreed until everything is agreed’","https://www.allsides.com/news/2019-06-02-1103/china-blames-us-trade-war-says-%E2%80%98nothing-agreed-until-everything-agreed%E2%80%99","Read full story","https://www.foxbusiness.com/politics/china-blames-us-for-trade-war-says-nothing-is-agreed-until-everything-is-agreed"
"1590558582-12187","https://www.allsides.com/topics/china?search=china&page=22","Dow closes more than 300 points higher as China tamps down fears of trade-war escalation","https://www.allsides.com/news/2019-08-29-1357/dow-closes-more-300-points-higher-china-tamps-down-fears-trade-war-escalation","Read full story","https://www.marketwatch.com/story/dow-futures-up-over-250-points-as-china-tamps-down-fears-of-further-trade-war-escalation-2019-08-29"
"1590556853-12134","https://www.allsides.com/topics/china?search=china&page=37","How Trump Can Make Trade with China Work for America","https://www.allsides.com/news/2017-02-08-0623/how-trump-can-make-trade-china-work-america-read-more","Read full story","http://www.nationalreview.com/article/444612/donald-trump-china-trade-deals-should-foster-reciprocity"
"1590557188-12147","https://www.allsides.com/topics/china?search=china&page=34","The Number of llegal Aliens from China Arrested at the Border is on the Rise","https://www.allsides.com/news/2017-09-24-0844/number-llegal-aliens-china-arrested-border-rise","Read full story","https://townhall.com/tipsheet/timothymeads/2017/09/24/the-number-illegal-aliens-from-china-arrested-at-the-border-is-on-the-rise-n2385763"
"1590558035-12177","https://www.allsides.com/topics/china?search=china&page=27","Trump to Delay Tariff Increases on Chinese Imports","https://www.allsides.com/news/2019-02-25-0712/trump-delay-tariff-increases-chinese-imports","Read full story","https://www.wsj.com/articles/trump-to-delay-tariff-increases-on-chinese-imports-11551050187"
"1590559815-12233","https://www.allsides.com/topics/china?search=china&page=10","COVID-19 Is the Chinese Government’s Curse upon the World","https://www.allsides.com/news/2020-03-18-1541/covid-19-chinese-government-s-curse-upon-world","Read full story","https://www.nationalreview.com/2020/03/covid-19-is-the-chinese-governments-curse-upon-the-world/"
"1590558958-12198","https://www.allsides.com/topics/china?search=china&page=18","Hunter Biden Speaks Out About Working For Foreign Companies","https://www.allsides.com/news/2019-10-15-0604/hunter-biden-speaks-out-about-working-foreign-companies","Read full story","https://townhall.com/tipsheet/leahbarkoukis/2019/10/15/hunter-biden-speaks-out-about-working-for-foreign-companies-n2554729"
"1590556645-12124","https://www.allsides.com/topics/china?search=china&page=39","Meltdown on Wall Street: Stocks Plunge Amid Global Tumult","https://www.allsides.com/news/2015-08-24-0654/meltdown-wall-street-stocks-plunge-amid-global-tumult","Read full story","http://www.foxbusiness.com/markets/2015/08/24/wall-street-set-to-plunge-amid-global-market-selloff/%20?intcmp=hpbt1"
"1590560875-12259","https://www.allsides.com/topics/china?search=china&page=1","China Is a Bad Actor, and American Media Need to Recognize This","https://www.allsides.com/news/2020-05-12-1243/china-bad-actor-and-american-media-need-recognize","Read full story","https://www.nationalreview.com/the-morning-jolt/china-is-a-bad-actor-and-american-media-need-to-recognize-this/"
"1590557115-12143","https://www.allsides.com/topics/china?search=china&page=35","Russia, China are North Korea's 'enablers,' Tillerson says","https://www.allsides.com/news/2017-07-29-0903/russia-china-are-north-koreas-enablers-tillerson-says","Read full story","http://www.foxnews.com/world/2017/07/29/russia-china-are-north-koreas-enablers-tillerson-says.html"
"1590558903-12194","https://www.allsides.com/topics/china?search=china&page=19","'South Park' fires F-bomb in response to China ban","https://www.allsides.com/news/2019-10-10-0956/south-park-fires-f-bomb-response-china-ban","Read full story","https://www.foxbusiness.com/markets/south-park-drops-f-bomb-in-response-to-china-ban"
"1590560832-12258","https://www.allsides.com/topics/china?search=china&page=2","Communist China spread coronavirus on purpose: Cheney","https://www.allsides.com/news/2020-05-12-0717/communist-china-spread-coronavirus-purpose-cheney","Read full story","https://www.washingtontimes.com/news/2020/may/12/liz-cheney-says-communist-china-spread-virus-purpo/"
"1590560182-12240","https://www.allsides.com/topics/china?search=china&page=8","US Now Has Most Confirmed Virus Cases (82K) in World","https://www.allsides.com/news/2020-03-26-1640/us-now-has-most-confirmed-virus-cases-82k-world","Read full story","https://www.newsmax.com/us/pandemic-deaths-confirmed-cases/2020/03/26/id/960111/"
"1590556291-12111","https://www.allsides.com/topics/china?search=china&page=43","Chinese military growing in size and reach, Pentagon report shows","https://www.allsides.com/news/2015-11-20-0544/chinese-military-growing-size-and-reach-pentagon-report-shows","Read full story","http://www.washingtontimes.com/news/2014/jun/5/chinese-military-growing-in-size-and-reach-pentago/"
"1590557835-12167","https://www.allsides.com/topics/china?search=china&page=29","Trump Is Said to See Gain From China Tariffs as Worth US Pain","https://www.allsides.com/news/2018-09-22-0739/trump-said-see-gain-china-tariffs-worth-us-pain-read-newsmax-trump-said-see","Read full story","https://www.newsmax.com/finance/economy/trump-gain-china-tariffs/2018/09/21/id/882881/"
"1590560235-12242","https://www.allsides.com/topics/china?search=china&page=7","Coronavirus pandemic triggers ideological showdown between US and China as world watches","https://www.allsides.com/news/2020-03-31-0700/coronavirus-pandemic-triggers-ideological-showdown-between-us-and-china-world","Read full story","https://www.washingtonexaminer.com/policy/defense-national-security/coronavirus-pandemic-triggers-ideological-showdown-between-us-and-china-as-world-watches"
"1590560300-12244","https://www.allsides.com/topics/china?search=china&page=7","There Is No Reason to Believe China Is Reporting Its Coronavirus Cases Accurately","https://www.allsides.com/news/2020-04-01-1811/there-no-reason-believe-china-reporting-its-coronavirus-cases-accurately","Read full story","https://thedispatch.com/p/there-is-no-reason-to-believe-china"
"1590557578-12155","https://www.allsides.com/topics/china?search=china&page=31","Trump to impose 25% tariffs on 'industrially significant technology' from China","https://www.allsides.com/news/2018-05-29-0810/trump-impose-25-tariffs-industrially-significant-technology-china","Read full story","https://www.washingtonexaminer.com/policy/foreign/trump-to-impose-25-percent-tariffs-on-industrially-significant-technology-from-china"
"1590557692-12160","https://www.allsides.com/topics/china?search=china&page=30","US tariffs take effect; China announces retaliation","https://www.allsides.com/news/2018-07-06-0604/us-tariffs-take-effect-china-announces-retaliation","Read full story","https://www.washingtontimes.com/news/2018/jul/6/us-tariffs-take-effect-china-announces-retaliation/"
"1590557182-12146","https://www.allsides.com/topics/china?search=china&page=34","Reports: Bannon Exit a Victory for China’s Strategy of ‘Containing Trump’","https://www.allsides.com/news/2017-08-23-0455/reports-bannon-exit-victory-china%E2%80%99s-strategy-%E2%80%98containing-trump%E2%80%99","Read full story","http://www.breitbart.com/big-government/2017/08/22/financial-times/"
"1590557994-12174","https://www.allsides.com/topics/china?search=china&page=28","China in Trouble: Exports, Imports Shrinking","https://www.allsides.com/news/2018-12-09-1111/china-trouble-exports-imports-shrinking","Read full story","https://www.newsmax.com/finance/streettalk/china-import-exports-shrink/2018/12/08/id/893686/"
"1590559478-12223","https://www.allsides.com/topics/china?search=china&page=12","The Dow just logged its worst 2-day point slide in history — here are 5 reasons the stock market is tanking and it isn’t just the coronavirus","https://www.allsides.com/news/2020-02-25-1446/dow-just-logged-its-worst-2-day-point-slide-history-here-are-5-reasons-stock","Read full story","https://www.marketwatch.com/story/the-dow-just-logged-its-worst-2-day-point-slide-in-history-here-are-5-reasons-the-stock-market-is-tanking-and-it-isnt-just-the-coronavirus-2020-02-25?mod=newsviewer_click"
"1590556354-12117","https://www.allsides.com/topics/china?search=china&page=42","Diplomatic disaster: Obama humiliated by allies’ rush to join China’s new bank","https://www.allsides.com/news/2015-03-19-0739/diplomatic-disaster-obama-humiliated-allies%E2%80%99-rush-join-china%E2%80%99s-new-bank","Read full story","http://www.washingtontimes.com/news/2015/mar/18/obama-humiliated-as-allies-join-chinas-asian-infra/"
"1590557948-12171","https://www.allsides.com/topics/china?search=china&page=28","Trump's G20 Deal With Xi Jinping Promises De-escalation of Trade War but Lacks Many Specifics","https://www.allsides.com/news/2018-12-03-0805/trumps-g20-deal-xi-jinping-promises-de-escalation-trade-war-lacks-many","Read full story","https://reason.com/blog/2018/12/03/trumps-g20-deal-with-xi-jinping-promises"
"1590556449-12121","https://www.allsides.com/topics/china?search=china&page=41","New Russia-China alliance latest diplomatic, strategic blow to Obama","https://www.allsides.com/news/2015-11-20-0544/new-russia-china-alliance-latest-diplomatic-strategic-blow-obama","Read full story","http://www.washingtontimes.com/news/2015/apr/30/china-russia-alliance-challenges-us-western-domina/"
"1590559700-12228","https://www.allsides.com/topics/china?search=china&page=11","National Security Adviser Robert O’Brien: China’s Coronavirus Cover-Up Cost the World Two Months","https://www.allsides.com/news/2020-03-11-1459/national-security-adviser-robert-o-brien-china-s-coronavirus-cover-cost-world","Read full story","https://www.breitbart.com/asia/2020/03/11/national-security-adviser-robert-obrien-chinas-coronavirus-cover-up-cost-the-world-two-months/"
"1590558787-12192","https://www.allsides.com/topics/china?search=china&page=21","US and EU Officials Speak Out Against Arrests of Hong Kong Activists","https://www.allsides.com/news/2019-09-09-1714/us-and-eu-officials-speak-out-against-arrests-hong-kong-activists","Read full story","https://www.theepochtimes.com/us-and-eu-officials-speak-out-against-arrests-of-hong-kong-activists_3063182.html"
"1590560922-12261","https://www.allsides.com/topics/china?search=china&page=1","Holding the Chinese Communist Party Accountable for Its Response to the COVID-19 Outbreak","https://www.allsides.com/news/2020-05-14-1626/holding-chinese-communist-party-accountable-its-response-covid-19-outbreak","Read full story","https://www.heritage.org/asia/report/holding-the-chinese-communist-party-accountable-its-response-the-covid-19-outbreak"
"1590558387-12183","https://www.allsides.com/topics/china?search=china&page=25","US 'Not Ready' to Make a Trade Deal With China, Trump Says","https://www.allsides.com/news/2019-05-27-0834/us-not-ready-make-trade-deal-china-trump-says","Read full story","https://www.newsmax.com/finance/streettalk/trump-china-trade/2019/05/27/id/917722/"
"1590559169-12210","https://www.allsides.com/topics/china?search=china&page=16","U.S. stock market at record but farm bankruptcies at highest since 2011","https://www.allsides.com/news/2019-11-17-0655/us-stock-market-record-farm-bankruptcies-highest-2011","Read full story","https://www.marketwatch.com/story/us-stock-market-at-record-but-farm-bankruptcies-at-highest-since-2011-2019-11-16?mod=home-page"
"1590557820-12166","https://www.allsides.com/topics/china?search=china&page=29","China retaliates with tariffs on another $60 billion in US imports","https://www.allsides.com/news/2018-09-18-1317/china-retaliates-tariffs-another-60-billion-us-imports","Read full story","https://www.theblaze.com/news/2018/09/18/china-retaliates-with-tariffs-on-another-60-billion-in-us-imports"
"1590557623-12157","https://www.allsides.com/topics/china?search=china&page=31","Trump nominee: ‘Too early to tell’ if stopping military exercises helps China","https://www.allsides.com/news/2018-06-14-0925/trump-nominee-%E2%80%98too-early-tell%E2%80%99-if-stopping-military-exercises-helps-china","Read full story","https://www.washingtonexaminer.com/policy/defense-national-security/trump-nominee-too-early-to-tell-if-stopping-military-exercises-helps-china"
"1590559010-12201","https://www.allsides.com/topics/china?search=china&page=18","Donald Trump Jr. responds to attacks from Hunter Biden","https://www.allsides.com/news/2019-10-17-0612/donald-trump-jr-responds-attacks-hunter-biden","Read full story","https://www.foxnews.com/media/donald-trump-jr-responds-to-hunter-biden"
"1590558770-12191","https://www.allsides.com/topics/china?search=china&page=21","Hong Kong protesters beg Trump to ‘liberate’ city","https://www.allsides.com/news/2019-09-08-0946/hong-kong-protesters-beg-trump-liberate-city","Read full story","https://nypost.com/2019/09/08/hong-kong-protesters-beg-trump-to-liberate-city/"
"1590559531-12225","https://www.allsides.com/topics/china?search=china&page=12","Chinese American Churches on the Frontlines of Coronavirus Vigilance","https://www.allsides.com/news/2020-02-27-2016/chinese-american-churches-frontlines-coronavirus-vigilance","Read full story","https://www.christianitytoday.com/news/2020/february/us-coronavirus-chinese-american-churches-sbc.html"
"1590559147-12208","https://www.allsides.com/topics/china?search=china&page=16","China says Beijing and US agreed to lift tariff hikes as trade talks proceed","https://www.allsides.com/news/2019-11-07-0815/china-says-beijing-and-us-agreed-lift-tariff-hikes-trade-talks-proceed","Read full story","https://nypost.com/2019/11/07/china-says-beijing-and-us-agreed-to-lift-tariff-hikes-as-trade-talks-proceed/"
"1590559820-12234","https://www.allsides.com/topics/china?search=china&page=10","China Boomeranging","https://www.allsides.com/news/2020-03-17-0649/china-boomeranging","Read full story","https://www.nationalreview.com/2020/03/coronavirus-china-response-will-weaken-it-on-world-stage/"
"1590557730-12162","https://www.allsides.com/topics/china?search=china&page=30","Trump charm offensive a strategic bid to detach Russia from China: experts","https://www.allsides.com/news/2018-07-18-0848/trump-charm-offensive-strategic-bid-detach-russia-china-experts","Read full story","https://www.washingtontimes.com/news/2018/jul/17/donald-trumps-vladimir-putin-charm-offensive-aims-/"
"1590556280-12109","https://www.allsides.com/topics/china?search=china&page=43","Opinion: Rethinking America's decline","https://www.allsides.com/news/2015-11-20-0544/opinion-rethinking-americas-decline","Read full story","http://www.washingtontimes.com/news/2014/may/6/carson-rethinking-americas-decline/"
"1590557637-12158","https://www.allsides.com/topics/china?search=china&page=31","Trump tariffs hit $50 billion of Chinese goods","https://www.allsides.com/news/2018-06-15-0704/trump-tariffs-hit-50-billion-chinese-goods","Read full story","https://www.washingtontimes.com/news/2018/jun/15/us-announces-tariffs-50b-china-imports/"
"1590556823-12130","https://www.allsides.com/topics/china?search=china&page=38","OPINION: Trade With China Is a Net Plus for Americans","https://www.allsides.com/news/2016-09-17-0809/opinion-trade-china-net-plus-americans","null",""
"1590560535-12252","https://www.allsides.com/topics/china?search=china&page=5","It's Looking Increasingly Likely Wuhan Coronavirus Came From a Lab Bat","https://www.allsides.com/news/2020-04-14-1515/its-looking-increasingly-likely-wuhan-coronavirus-came-lab-bat","Read full story","https://townhall.com/tipsheet/katiepavlich/2020/04/14/its-looking-very-likely-wuhan-coronavirus-came-from-a-lab-bat-n2566874"
"1590560170-12239","https://www.allsides.com/topics/china?search=china&page=8","Hawley and Stefanik Introduce Resolution to Investigate Chinese Government","https://www.allsides.com/news/2020-03-25-1941/hawley-and-stefanik-introduce-resolution-investigate-chinese-government","Read full story","https://townhall.com/tipsheet/reaganmccarthy/2020/03/25/hawley-and-stefanik-introduce-bill-to-hold-china-accountable-n2565655"
"1590559736-12230","https://www.allsides.com/topics/china?search=china&page=11","Chinese official pushes conspiracy theory that the US Army introduced coronavirus to Wuhan","https://www.allsides.com/news/2020-03-13-0715/chinese-official-pushes-conspiracy-theory-us-army-introduced-coronavirus-wuhan","Read full story","https://www.theblaze.com/news/china-coronavirus-conspiracy-theory-blaming-us"
"1590557591-12156","https://www.allsides.com/topics/china?search=china&page=31","Cotton Sponsors Bipartisan Defense Bill Amendment Against Chinese Telecoms Huawei, ZTE","https://www.allsides.com/news/2018-06-12-1217/cotton-sponsors-bipartisan-defense-bill-amendment-against-chinese-telecoms","Read full story","http://freebeacon.com/national-security/cotton-sponsors-bipartisan-defense-bill-amendment-chinese-telecoms-huawei-zte/"
"1590558053-12179","https://www.allsides.com/topics/china?search=china&page=27","Ethiopia Airlines crash: China grounds Boeing jets","https://www.allsides.com/news/2019-03-11-0752/ethiopia-airlines-crash-china-grounds-boeing-jets","Read full story","https://www.foxnews.com/travel/correction-ethiopia-plane-crash-the-latest-story"
"1590559085-12204","https://www.allsides.com/topics/china?search=china&page=17","Here’s How A Massive, Mysterious Pro-China Troll Mob Silenced NBA Exec Daryl Morey’s Twitter Account","https://www.allsides.com/news/2019-10-17-1917/here-s-how-massive-mysterious-pro-china-troll-mob-silenced-nba-exec-daryl-morey","Read full story","https://dailycaller.com/2019/10/17/lebron-james-china-nba-twitter-morey/"
"1590556316-12114","https://www.allsides.com/topics/china?search=china&page=42","Obama Announces US-China Visa Deal","https://www.allsides.com/news/2014-11-11-0643/obama-announces-us-china-visa-deal","Read full story","http://townhall.com/video/obama-announces-uschina-visa-deal-n1916737"
"1590558095-12181","https://www.allsides.com/topics/china?search=china&page=26","Trump absolutely right to slap new tariffs on China","https://www.allsides.com/news/2019-05-07-2015/trump-absolutely-right-slap-new-tariffs-china","Read full story","https://www.foxbusiness.com/economy/trump-new-tariffs-china-trade-war"
"1590556890-12138","https://www.allsides.com/topics/china?search=china&page=36","Spicer: 'Unified Response' Expected From US, China on North Korea","https://www.allsides.com/news/2017-04-17-0923/spicer-unified-response-expected-us-china-north-korea","Read full story","http://www.newsmax.com/World/GlobalTalk/sen-spicer-donald-trump-north-korea-china/2017/04/17/id/784725/"
"1590556372-12118","https://www.allsides.com/topics/china?search=china&page=42","China building 'great wall of sand' in contested waters, US official says","https://www.allsides.com/news/2015-04-01-0812/china-building-great-wall-sand-contested-waters-us-official-says","Read full story","http://www.foxnews.com/world/2015/04/01/china-building-great-wall-sand-in-contested-waters-us-official-says/"
"1590558914-12195","https://www.allsides.com/topics/china?search=china&page=19","‘Free Hong Kong’ Sign Confiscated During National Anthem At NBA Team’s Game","https://www.allsides.com/news/2019-10-10-1126/free-hong-kong-sign-confiscated-during-national-anthem-nba-team-s-game","Read full story","https://www.dailywire.com/news/free-hong-kong-sign-confiscated-during-national-anthem-at-nba-teams-game"
"1590559249-12215","https://www.allsides.com/topics/china?search=china&page=15","Apple Has ‘Deep Concerns’ That Two Ex-Employees Accused Of Stealing Tech Plan To Flee","https://www.allsides.com/news/2019-12-11-1724/apple-has-deep-concerns-two-ex-employees-accused-stealing-tech-plan-flee","Read full story","https://dailycaller.com/2019/12/10/apple-china-tech-privacy/"
"1590560909-12260","https://www.allsides.com/topics/china?search=china&page=1","NY Gov. Cuomo Bizarrely Calls COVID-19 a ‘European Virus’","https://www.allsides.com/news/2020-05-13-1444/ny-gov-cuomo-bizarrely-calls-covid-19-european-virus","Read full story","https://thenationalpulse.com/coronavirus/cuomo-calls-it-european-virus/"
"1590559077-12203","https://www.allsides.com/topics/china?search=china&page=17","‘South Park’ dunks on LeBron James over Hong Kong controversy","https://www.allsides.com/news/2019-10-17-1903/south-park-dunks-lebron-james-over-hong-kong-controversy","Read full story","https://nypost.com/2019/10/17/south-park-dunks-on-lebron-james-over-hong-kong-controversy/"
"1590559174-12211","https://www.allsides.com/topics/china?search=china&page=16","S&P 500, Dow and Nasdaq close at records on positive expectations around U.S.-China trade","https://www.allsides.com/news/2019-11-25-1357/sp-500-dow-and-nasdaq-close-records-positive-expectations-around-us-china-trade","Read full story","https://www.marketwatch.com/story/stock-index-futures-point-slightly-higher-amid-positive-trade-developments-2019-11-25?ns=prod/accounts-mw"
"1590556285-12110","https://www.allsides.com/topics/china?search=china&page=43","Justice Department charges China with cyber-spying crimes on U.S. firms","https://www.allsides.com/news/2014-05-19-0714/justice-department-charges-china-cyber-spying-crimes-us-firms","Read full story","http://www.washingtontimes.com/news/2014/may/19/justice-department-charges-china-cyber-spying-crim/"
"1590559000-12200","https://www.allsides.com/topics/china?search=china&page=18","Joe Biden’s brother and son have a long history of profiting off his name","https://www.allsides.com/news/2019-10-17-0610/joe-biden-s-brother-and-son-have-long-history-profiting-his-name","Read full story","https://nypost.com/2019/10/15/joe-bidens-brother-and-son-have-a-long-history-of-profiting-off-his-name/"
"1590559114-12207","https://www.allsides.com/topics/china?search=china&page=17","Charles Barkley to VP Pence: 'Shut the hell up' criticizing the NBA on China","https://www.allsides.com/news/2019-10-25-0844/charles-barkley-vp-pence-shut-hell-criticizing-nba-china","Read full story","https://www.theblaze.com/news/charles-barkley-rips-vp-pence-on-nba-and-china"
"1590556268-12108","https://www.allsides.com/topics/china?search=china&page=44","China Lectures Obama as Shutdown Enters Week Two With No End in Sight","https://www.allsides.com/news/2013-10-07-1840/china-lectures-obama-shutdown-enters-week-two-no-end-sight","Read full story","http://www.newsmax.com/Headline/shutdown-debt-ceiling-obama/2013/10/07/id/529663"
"1590556835-12131","https://www.allsides.com/topics/china?search=china&page=37","Tense exchanges in China between US, Chinese officials mark Obama’s arrival at G20 summit","https://www.allsides.com/news/2016-09-04-0925/tense-exchanges-china-between-us-chinese-officials-mark-obama%E2%80%99s-arrival-g20","Read full story","http://www.foxnews.com/politics/2016/09/04/tense-exchanges-in-china-between-us-chinese-officials-mark-obama-s-arrival-at-g20-summit.html"
"1590557481-12154","https://www.allsides.com/topics/china?search=china&page=32","Protests Worldwide Follow US Idea of Auto Import Tariffs","https://www.allsides.com/news/2018-05-24-0900/protests-worldwide-follow-us-idea-auto-import-tariffs-read-newsmax-protests","Read full story","https://www.newsmax.com/finance/streettalk/china-japan-trade-auto/2018/05/24/id/862198/"
"1590559444-12221","https://www.allsides.com/topics/china?search=china&page=13","Rep. Dan Crenshaw’s Bill Prohibiting Drone Sales with China Passes House","https://www.allsides.com/news/2020-02-15-1635/rep-dan-crenshaw-s-bill-prohibiting-drone-sales-china-passes-house","Read full story","https://thetexan.news/rep-dan-crenshaws-bill-prohibiting-drone-sales-with-china-passes-house/"
"1590558550-12186","https://www.allsides.com/topics/china?search=china&page=22","China announces it seeks 'calm' end to trade war, as markets tank and currency hits 11-year flatline","https://www.allsides.com/news/2019-08-26-0740/china-announces-it-seeks-calm-end-trade-war-markets-tank-and-currency-hits-11","Read full story","https://www.foxnews.com/politics/china-announces-it-seeks-end-to-trade-war-as-markets-tank-and-currency-hits-11-year-flatline"
"1590559158-12209","https://www.allsides.com/topics/china?search=china&page=16","Why The Hawks Are Wrong About China Too","https://www.allsides.com/news/2019-11-16-0950/why-hawks-are-wrong-about-china-too","Read full story","https://www.theamericanconservative.com/articles/why-the-hawks-are-wrong-about-china-too/"
