link,link-href
The Finance 202: Small businesses got economic relief. Understanding how to use it is much harder.,https://www.washingtonpost.com/politics/the-finance-202-small-businesses-got-economic-relief-understanding-how-to-use-it-is-much-harder/2020/05/14/f9b1989d-0133-407c-81f9-9179107adb64_story.html
The partisan revolt against efforts to fight the virus isn’t as big as you might think,https://www.washingtonpost.com/politics/2020/05/13/partisan-revolt-against-efforts-fight-virus-isnt-big-you-might-think/
The Daily 202: Barr and Trump hint at coming moves after Flynn is let off,https://www.washingtonpost.com/politics/the-daily-202-barr-and-trump-hint-at-coming-moves-after-flynn-is-let-off/2020/05/08/9015ba3f-61f5-43e7-83a8-caac49cd142d_story.html
"The Daily 202: Sitting in Lincoln’s shadow, Trump casts himself as a victim amid coronavirus crisis",https://www.washingtonpost.com/politics/the-daily-202-sitting-in-lincolns-shadow-trump-casts-himself-as-a-victim-amid-coronavirus-crisis/2020/05/04/807cf5aa-0710-40e2-8aa8-e7009642ddab_story.html
The Finance 202: House Democrats are rallying behind a plan to replace and expand on the PPP,https://www.washingtonpost.com/politics/the-finance-202-house-democrats-are-rallying-behind-a-plan-to-replace-and-expand-on-the-ppp/2020/05/08/c7ed173a-00d0-48e0-9e57-900de8aab9a6_story.html
Trump says coronavirus will disappear without a vaccine. Fauci has said the opposite.,https://www.washingtonpost.com/politics/2020/05/08/trump-says-coronavirus-will-disappear-without-vaccine-fauci-has-said-opposite/
The Daily 202: Steve King claims he’ll get committee positions back. Some House Republicans promise to fight him.,https://www.washingtonpost.com/politics/the-daily-202-steve-king-claims-hell-get-committee-positions-back-some-house-republicans-promise-to-fight-him/2020/05/14/c6248e0f-faa9-49f9-9e93-c0c7cf049f82_story.html
What’s happening in states that reopened their economies? It’s complicated.,https://www.washingtonpost.com/politics/2020/05/13/whats-happening-states-that-reopened-their-economies-its-complicated/
Fox News viewers are more confident in Trump on coronavirus than are Republicans,https://www.washingtonpost.com/politics/2020/03/18/fox-news-viewers-are-more-confident-trump-coronavirus-than-are-republicans/
Biden vs. Trump: The ad battle over China and the coronavirus,https://www.washingtonpost.com/politics/2020/05/15/biden-versus-trump-ad-battle-over-china-coronavirus/
This might be the wrongest thing Trump has said about coronavirus,https://www.washingtonpost.com/politics/2020/05/11/this-may-be-wrongest-thing-trump-has-ever-said-about-coronavirus/
The White House effort to prove that staying home is as deadly as the coronavirus comes up short,https://www.washingtonpost.com/politics/2020/05/12/white-house-effort-prove-that-staying-home-is-deadly-coronavirus-comes-up-short/
‘It’s scary to go to work’ at the White House or Senate — making it tricky for Trump to argue Americans should return to work,https://www.washingtonpost.com/politics/2020/05/11/its-scary-go-work-white-house-or-senate-making-it-tricky-trump-argue-that-americans-should-return-work/
Power Up: Virtual coronavirus hearing shows Washington zooming to new normal,https://www.washingtonpost.com/politics/power-up-virtual-coronavirus-hearing-shows-washington-zooming-to-new-normal/2020/05/13/453d7371-ccec-4ed5-8f6b-c9411695a779_story.html
"I signed up as a Trump supporter, then a Biden supporter. Here’s what happened next.",https://www.washingtonpost.com/politics/i-signed-up-as-a-trump-supporter-then-a-biden-supporter-heres-what-happened-next/2020/05/07/6ca67e04-758c-4355-9c6a-e95dcf961554_story.html
Power Up: Two key Trump administration nominees came to Capitol Hill. Both say they can be trusted not to politicize their jobs.,https://www.washingtonpost.com/politics/power-up-two-key-trump-administration-nominees-came-to-capitol-hill-both-say-they-can-be-trusted-not-to-politicize-their-jobs/2020/05/06/34a0d96c-1616-4cfc-a954-67615e1fb43e_story.html
Pompeo’s moves against inspector general leave a trail of questions and a department divided,https://www.washingtonpost.com/national-security/pompeos-moves-against-inspector-general-leave-a-trail-of-questions-and-a-department-divided/2020/05/18/ec34524e-9945-11ea-b60c-3be060a4f8e1_story.html
Trump’s demand for payroll tax cut is rebuffed on Capitol Hill as lawmakers spar over next virus aid bill,https://www.washingtonpost.com/politics/trumps-demand-for-payroll-tax-cut-is-rebuffed-on-capitol-hill-as-lawmakers-spar-over-next-virus-aid-bill/2020/05/05/7691349e-8eeb-11ea-8df0-ee33c3f5b0d6_story.html
"Trump valet tests positive for coronavirus, sparking fear of West Wing spread",https://www.washingtonpost.com/politics/trump-valet-tests-positive-for-conronavirus-sparking-fear-of-west-wing-spread/2020/05/07/c6b6ce82-9082-11ea-a9c0-73b93422d691_story.html
Biden video uses misleading edits to hype Trump’s remarks to nurse,https://www.washingtonpost.com/politics/2020/05/13/biden-video-uses-misleading-edits-hype-trumps-remarks-nurse/
"Secret Service signs $179,000 contract to rent golf carts in Bedminster, N.J., this summer",https://www.washingtonpost.com/politics/secret-service-signs-179000-contract-to-rent-golf-carts-in-bedminster-nj-this-summer/2020/05/15/f9c09642-96b7-11ea-91d7-cf4423d47683_story.html
Timeline: The more than 50 times Trump has downplayed the coronavirus threat,https://www.washingtonpost.com/politics/2020/03/12/trump-coronavirus-timeline/
Trump’s flimsy attack on vaccine official warning about hydroxychloroquine,https://www.washingtonpost.com/politics/2020/05/19/trumps-flimsy-attack-vaccine-official-warning-about-hydroxychloroquine/
White House aides rattled after positive coronavirus tests and officials send mixed messages on how to respond,https://www.washingtonpost.com/politics/white-house-aides-rattled-after-positive-coronavirus-tests-and-officials-send-mixed-message-on-how-to-respond/2020/05/09/6dab2df6-920d-11ea-a9c0-73b93422d691_story.html
"The Finance 202: Congressional Republicans resisting more coronavirus relief draw opposition from Fed, economists",https://www.washingtonpost.com/politics/the-finance-202-congressional-republicans-resisting-more-coronavirus-relief-draw-opposition-from-fed-economists/2020/05/12/cc2788d3-4070-45d5-960e-1e581d2b0b61_story.html
Power Up: Coronavirus hasn’t stopped Trump and his Justice Department from acting to settle political scores,https://www.washingtonpost.com/politics/power-up-coronavirus-hasnt-stopped-trump-and-his-justice-department-from-acting-to-settle-political-scores/2020/05/08/f0140370-386f-49fd-8cf2-4987e0e12b55_story.html
"The Finance 202: Pelosi, McConnell clash on next phase of economic relief from coronavirus shock",https://www.washingtonpost.com/politics/the-finance-202-pelosi-mcconnell-clash-on-next-phase-of-economic-relief-from-coronavirus-shock/2020/05/06/5c76042a-1ee5-4627-a201-3ecfb862602c_story.html
The ‘very fine people’ at Charlottesville: Who were they?,https://www.washingtonpost.com/politics/2020/05/08/very-fine-people-charlottesville-who-were-they-2/
"Trump’s company has received at least $970,000 from U.S. taxpayers for room rentals",https://www.washingtonpost.com/politics/trumps-company-has-received-at-least-970000-from-us-taxpayers-for-room-rentals/2020/05/14/26d27862-916d-11ea-9e23-6914ee410a5f_story.html
Trump encourages Pompeo to run for Senate but secretary of state rebuffs him,https://www.washingtonpost.com/politics/trump-encourages-pompeo-to-run-for-senate-but-secretary-of-state-rebuffs-him/2020/05/14/16e23fc4-9563-11ea-8107-acde2f7a8d6e_story.html
The key political fight of this era: Trump vs. accountability,https://www.washingtonpost.com/politics/2020/05/18/key-political-fight-this-era-trump-vs-accountability/
"Asked to choose between Trump and Fox News, Republicans are more likely to trust Trump",https://www.washingtonpost.com/politics/2020/05/05/asked-choose-between-trump-fox-news-republicans-are-more-likely-trust-trump/
The Finance 202: Trump team’s contradictory messages risk undermining push to reopen the economy,https://www.washingtonpost.com/politics/the-finance-202-trump-teams-contradictory-messages-risk-undermining-push-to-reopen-the-economy/2020/05/11/e96be5a0-aed5-453c-b142-e3baa85d7425_story.html
When Trump covered for China’s alleged coronavirus coverup,https://www.washingtonpost.com/politics/2020/05/07/when-trump-covered-chinas-alleged-coronavirus-coverup/
The Cybersecurity 202: Commission that pushed a cybersecurity overhaul hopes coronavirus boosts the effort,https://www.washingtonpost.com/politics/the-cybersecurity-202-commission-that-pushed-a-cybersecurity-overhaul-hopes-coronavirus-boosts-the-effort/2020/05/15/017e8fb3-b79d-41ad-acd5-bc340bc2f0fc_story.html
Power Up: CDC’s delayed guidance leaves states and businesses making tough reopening decisions,https://www.washingtonpost.com/politics/power-up-cdcs-delayed-guidance-leaves-states-and-businesses-making-tough-reopening-decisions/2020/05/15/668f12e1-5226-4cc4-b0b6-acd2f470a0ab_story.html
The administration keeps bragging that U.S. testing now is better than South Korea’s was months ago,https://www.washingtonpost.com/politics/2020/05/11/administration-keeps-bragging-that-us-testing-now-is-better-than-south-koreas-was-months-ago/
What we know about Tara Reade’s sexual assault allegation against Joe Biden,https://www.washingtonpost.com/politics/2020/04/30/who-is-tara-reade-biden-accuser/
"Trump takes aim at Fauci, as GOP views of the expert quickly sour",https://www.washingtonpost.com/politics/2020/05/13/republicans-are-increasingly-turning-against-fauci/
Believe Tara Reade or Joe Biden? Voters are split.,https://www.washingtonpost.com/politics/2020/05/06/believe-tara-reade-or-joe-biden-voters-are-split/
Walking through Trump’s numerous defenses of his handling of the coronavirus pandemic,https://www.washingtonpost.com/politics/2020/05/08/walking-through-trumps-numerous-defenses-his-handling-coronavirus-pandemic/
"As much of America takes drastic action, some Republicans remain skeptical of the severity of the coronavirus pandemic",https://www.washingtonpost.com/politics/as-much-of-america-takes-drastic-action-some-republicans-remain-skeptical-of-the-severity-of-the-coronavirus-pandemic/2020/03/17/f8b199c8-6786-11ea-b313-df458622c2cc_story.html
"Biden to go after Trump in November in Republican states such as Arizona, Texas and Georgia, campaign says",https://www.washingtonpost.com/politics/biden-to-go-after-trump-in-november-in-republican-states-like-arizona-texas-and-georgia-campaign-says/2020/05/15/26c92810-96c8-11ea-82b4-c8db161ff6e5_story.html
Trump says he nominated Sessions as attorney general even though he wasn’t ‘equipped’ for the job,https://www.washingtonpost.com/politics/trump-says-he-nominated-sessions-as-attorney-general-even-though-he-wasnt-equipped-for-the-job/2020/05/08/78f369be-912f-11ea-9e23-6914ee410a5f_story.html
Six takeaways from Anthony Fauci’s and other health officials’ testimony,https://www.washingtonpost.com/politics/2020/05/12/3-early-takeaways-anthony-faucis-health-officials-testimony/
Trump uses White House events to project return to normalcy while relying on testing that public lacks,https://www.washingtonpost.com/politics/trump-white-house-events-coronavirus-testing/2020/05/01/21a9b5bc-8bbe-11ea-ac8a-fe9b8088e101_story.html
Trump tightens grip on coronavirus information as he pushes to restart the economy,https://www.washingtonpost.com/politics/trump-tightens-grip-on-coronavirus-information-as-he-pushes-to-restart-the-economy/2020/05/07/d4a05e42-9068-11ea-a9c0-73b93422d691_story.html
Trump’s sudden upward revision of the coronavirus death toll is still baselessly optimistic,https://www.washingtonpost.com/politics/2020/05/04/trumps-sudden-upward-revision-coronavirus-death-toll-is-still-baselessly-optimistic/
"As coronavirus roils the nation, Trump reverts to tactic of accusing foes of felonies",https://www.washingtonpost.com/politics/trump-reverts-to-tactic-of-accusing-foes-of-felonies-as-coronavirus-roils-the-nation/2020/05/12/2028bf88-9467-11ea-9f5e-56d8239bf9ad_story.html
The Health 202: Coronavirus is shifting from urban areas to rural ones,https://www.washingtonpost.com/politics/the-health-202-coronavirus-is-shifting-from-the-urban-areas-to-rural-ones/2020/05/06/f7b75ed3-9f5a-4375-8314-b803355ef8b2_story.html
Hypocrisy watch: Republicans who championed inspectors general under Obama stand by as Trump purges them,https://www.washingtonpost.com/politics/2020/05/18/hypocrisy-watch-republicans-who-championed-inspectors-general-under-obama-stand-by-trump-purges-them/
Trump says he shares his famed uncle’s science genius. A friend says the uncle ‘would have been horrified.’,https://www.washingtonpost.com/politics/trump-says-he-shares-his-famed-uncles-science-genius-a-friend-says-the-uncle-would-have-been-horrified/2020/05/03/76f58726-898e-11ea-9759-6d20ba0f2c0e_story.html
"Obama says end to Michael Flynn case puts rule of law at risk, calls covid-19 response a ‘disaster’",https://www.washingtonpost.com/politics/2020/05/09/obama-michael-flynn-call/
A top aide to Vice President Pence tests positive for coronavirus,https://www.washingtonpost.com/politics/a-top-aide-to-vice-president-pence-tests-positive-for-coronavirus/2020/05/08/7d80520c-914e-11ea-a0bc-4e9ad4866d21_story.html
First meeting of coronavirus oversight panel reflects Congress’s struggle to stake out role in addressing pandemic,https://www.washingtonpost.com/politics/first-meeting-of-coronavirus-oversight-panel-reflects-congresss-struggle-to-stake-out-role-in-addressing-pandemic/2020/05/13/17cea566-953c-11ea-91d7-cf4423d47683_story.html
"The Finance 202: American consumers aren’t ready to shop again, even as states reopen",https://www.washingtonpost.com/politics/the-finance-202-american-consumers-arent-ready-to-shop-again-even-as-states-reopen/2020/05/05/0a6e26f5-da38-4263-bd05-e61ac0bdd349_story.html
Trump cheers on governors even as they ignore White House coronavirus guidelines in race to reopen,https://www.washingtonpost.com/politics/trump-cheers-on-governors-as-they-ignore-white-house-coronovirus-guidelines-in-race-to-reopen/2020/05/04/bedc6116-8e18-11ea-a0bc-4e9ad4866d21_story.html
The Cybersecurity 202: Internet-based voting is the new front in the election security wars,https://www.washingtonpost.com/politics/the-cybersecurity-202-internet-based-voting-is-the-new-front-in-the-election-security-wars/2020/05/11/d7391870-6066-407d-a6e2-7a129be5941d_story.html
Trump’s vicious claim that Joe Scarborough might have murdered an aide,https://www.washingtonpost.com/politics/2020/05/12/trumps-vicious-claim-that-joe-scarborough-might-have-murdered-an-aide/
"Eric Trump claims coronavirus is Democratic hoax, will ‘magically’ vanish after 2020 election",https://www.washingtonpost.com/politics/2020/05/17/eric-trump-coronavirus/
Fauci warns Senate that reopening U.S. too quickly could lead to avoidable ‘suffering and death’,https://www.washingtonpost.com/politics/2020/05/12/fauci-testimony-senate-coronavirus/
Trump’s Mother’s Day tweetstorm accusing Obama of crimes,https://www.washingtonpost.com/politics/2020/05/12/trumps-mothers-day-tweet-storm-accusing-obama-crimes/
How a Flynn theory became central to the Trump reelection campaign,https://www.washingtonpost.com/politics/seven-days-of-obamagate-how-a-flynn-theory-became-central-to-the-trump-reelection-campaign/2020/05/14/e698bfba-960b-11ea-82b4-c8db161ff6e5_story.html
The Daily 202: White House moves to shield Trump from oversight of his coronavirus response,https://www.washingtonpost.com/politics/the-daily-202-white-house-moves-to-shield-trump-from-oversight-of-his-coronavirus-response/2020/05/05/fb3b2f82-3b3f-4e2f-acc4-f6ebc88babfb_story.html
The White House’s self-serving approach to estimating the deadliness of the coronavirus,https://www.washingtonpost.com/politics/2020/05/05/white-houses-self-serving-approach-estimating-deadliness-coronavirus/
Mask or no mask? Face coverings become tool in partisan combat.,https://www.washingtonpost.com/politics/in-virus-response-riven-by-politics-masks-are-latest-rorschach-test/2020/05/12/698477d4-93e6-11ea-91d7-cf4423d47683_story.html
"Despite Eric Trump’s rhetoric, social distancing measures might hurt Democrats more than his father",https://www.washingtonpost.com/politics/2020/05/18/despite-eric-trumps-rhetoric-social-distancing-measures-might-hurt-democrats-more-than-his-father/
Trump campaign divided over how to attack Biden amid worries over troubling poll numbers,https://www.washingtonpost.com/politics/trump-campaign-divided-over-how-to-attack-biden-amid-worries-over-troubling-poll-numbers/2020/05/02/2dcf8740-8bf0-11ea-8ac1-bfb250876b7a_story.html
"What is ‘Obamagate,’ anyway? And how does it involve Michael Flynn?",https://www.washingtonpost.com/politics/2020/05/14/what-is-obamagate-how-does-it-involve-michael-flynn/
34 days of pandemic: Inside Trump’s desperate attempts to reopen America,https://www.washingtonpost.com/politics/34-days-of-pandemic-inside-trumps-desperate-attempts-to-reopen-america/2020/05/02/e99911f4-8b54-11ea-9dfd-990f9dcc71fc_story.html
Trump’s slow-motion Friday night massacre of inspectors general,https://www.washingtonpost.com/politics/2020/05/16/trumps-slow-moving-friday-night-massacre-inspectors-general/
"The Energy 202: It’s not just oil. The coronavirus crisis is hitting solar and wind work, too.",https://www.washingtonpost.com/politics/the-energy-202-its-not-just-oil-the-coronavirus-crisis-is-hitting-solar-and-wind-work-too/2020/05/04/7adda982-fa67-4e09-9e2a-44a62185928c_story.html
Trump praised West Virginia for keeping coronavirus out. That’s not how this works.,https://www.washingtonpost.com/politics/2020/03/17/trump-praised-west-virginia-keeping-coronavirus-out-thats-not-how-this-works/
"Nonprofit run by Trump nominee to head U.S. media agency is under investigation, senator says",https://www.washingtonpost.com/politics/nonprofit-run-by-trump-nominee-to-head-us-media-agency-is-under-investigation-senator-says/2020/05/14/2afa07ca-962c-11ea-8107-acde2f7a8d6e_story.html
Here’s what has happened to the people prosecuted by Robert Mueller’s team,https://www.washingtonpost.com/politics/2020/05/07/heres-whats-happened-people-prosecuted-by-robert-muellers-team/
Understanding the twists and turns in the Michael Flynn case,https://www.washingtonpost.com/politics/2020/05/07/understanding-twists-turns-michael-flynn-case/
Power Up: President Trump and Secretary of State Mike Pompeo continue to push unsubstantiated Wuhan lab theory on novel coronavirus origins,https://www.washingtonpost.com/politics/power-up-president-trump-and-secretary-of-state-mike-pompeo-continue-to-push-unsubstantiated-wuhan-lab-theory-on-novel-coronavirus-origins/2020/05/04/7c8853ba-957a-4b98-ac18-47fb531f6d5e_story.html
She’s a U.S. citizen. He’s not. Their family can’t get a stimulus check.,https://www.washingtonpost.com/politics/shes-a-us-citizen-hes-not-their-family-cant-get-a-stimulus-check/2020/05/08/4dbc64cc-916a-11ea-8df0-ee33c3f5b0d6_story.html
Sanders faces growing pressure to withdraw from presidential race,https://www.washingtonpost.com/politics/sanders-faces-growing-pressure-to-withdraw-from-presidential-race/2020/03/17/1e17b57a-687d-11ea-b313-df458622c2cc_story.html
Biden invites the left in,https://www.washingtonpost.com/politics/biden-invites-the-left-in/2020/05/14/be3d692c-7227-492d-8ec3-c39ab7b46e5d_story.html
"15 minutes after pledging not to lie, Trump’s new press secretary made an obviously false claim",https://www.washingtonpost.com/politics/2020/05/01/15-minutes-after-pledging-not-lie-trumps-new-press-secretary-made-an-obviously-false-claim/
How accurate is Trump’s rosy picture of the spread of the coronavirus?,https://www.washingtonpost.com/politics/2020/05/11/how-accurate-is-trumps-rosy-picture-spread-coronavirus/
Devin Nunes’s bad cleanup effort after his coronavirus comments,https://www.washingtonpost.com/politics/2020/03/17/devin-nuness-bad-clean-up-effort-his-coronavirus-comments/
"Trump can’t delay the election, experts say",https://www.washingtonpost.com/politics/2020/04/24/can-president-trump-delay-election/
5 takeaways from coronavirus whistleblower Rick Bright’s testimony,https://www.washingtonpost.com/politics/2020/05/14/3-takeaways-coronavirus-whistleblower-rick-brights-testimony/
